,Loss,Accuracy,Balanced accuracy,Precision,Recall,f1-score,Epoch,Step time (minutes)
0,0.598570638342409,0.862949996346219,0.8604147092673422,0.8472228759708167,0.903985234292602,0.8746841286811158,0,0.6776076118151347
1,0.4348484772127985,0.8780766496821211,0.8766372894649583,0.8724221322930719,0.901373612575963,0.8866616027814317,1,0.6345269878705343
2,0.39062149279954417,0.8789535571218835,0.8780524378309604,0.8795901467116566,0.8935387474260459,0.8865095826248358,2,0.6687083204587301
3,0.3737643471616783,0.8902271323133748,0.8894166759863718,0.8907294607042044,0.90334488473708,0.8969928186714542,3,0.6634894132614135
4,0.36155390236156665,0.8933826704488836,0.892320346066199,0.8903976721629486,0.9105770679523881,0.9003743179405687,4,0.7009134372075398
5,0.3550104943924392,0.8949106152302878,0.8940854285877721,0.8947075484533277,0.9082667872030535,0.9014361818125175,5,0.7194093743960063
6,0.34877569726760815,0.8963056952480918,0.8953657839776793,0.8945033822496581,0.9115187584752147,0.9029309154679951,6,0.7515771865844727
7,0.3470332802131476,0.8973486836423546,0.8963956373336837,0.8952612004630428,0.9127743458389834,0.9039329545030651,7,0.8065259059270223
8,0.3429245070511142,0.8987769798510586,0.89767712848238,0.8946845930410697,0.9165787755512028,0.9054993580877838,8,0.8148590882619222
9,0.3404938419725721,0.8979797912694564,0.8967569916041034,0.8924581517160544,0.9177715835467832,0.9049378818548163,9,0.7515650828679402
10,0.33831114484774355,0.8985311800383979,0.8974107121864052,0.8942114546078095,0.9166666666666666,0.905299836317643,10,0.7754134019215901
11,0.3349146023886093,0.8991024985218795,0.8979149306357992,0.8938793967392633,0.9183240419868415,0.9059368535790817,11,0.7766784111658732
12,0.33400835442227245,0.9003713570142631,0.8992901099283077,0.8963204551306416,0.9178720305358847,0.9069682326011304,12,0.7160817503929138
13,0.33207208510266234,0.8997668223398814,0.8985729782429888,0.8943844386882361,0.9190899502787404,0.9065689091449519,13,0.7496756871541341
14,0.33112908958994003,0.9019258747483874,0.9013331959830401,0.9039258899555489,0.9115187584752147,0.9077064461073913,14,0.7748364647229512
15,0.3277095773362166,0.9039055597260328,0.9033576180066046,0.9062768808826279,0.9127743458389834,0.9095140092206258,15,0.7390660723050435
16,0.328256142455221,0.902503836470049,0.9015845946499732,0.900246426811237,0.9173823514640148,0.9087336135917017,16,0.7305707573890686
17,0.32406118897018055,0.903580041055212,0.9028180523418087,0.9032118270516567,0.9159133142484054,0.9095182285172809,17,0.7356028358141581
18,0.3244074926471079,0.9125417693600568,0.9131371330040887,0.9297673997646846,0.9029054291597609,0.9161395529566142,18,0.7462018807729085
19,0.32247901150327646,0.9042244351586738,0.9035588882979,0.9050309857055924,0.9149967354728542,0.9099865763431462,19,0.7361040274302165
20,0.32167522944756693,0.909691820180829,0.9093477751227497,0.9141585151743166,0.9152604088192456,0.9147091301510817,20,0.7604322870572408
21,0.31972589171090665,0.903593327531572,0.9025870253296564,0.9001032017101998,0.9198809703179147,0.9098846235050112,21,0.7773362994194031
22,0.3184066857920577,0.9105155817151512,0.9104217968662671,0.9182827235720968,0.9120335492943599,0.9151474682826652,22,0.7289398670196533
23,0.31773757174709777,0.9070743843379017,0.9065236327792556,0.9090716510903427,0.9159886494902315,0.9125170425406831,23,0.7343954165776571
24,0.31755902909285183,0.9078715729195039,0.9077587207773754,0.9156303710443838,0.90969815679775,0.91265462424105,24,0.7766838312149048
25,0.3155091892409798,0.9084495346411655,0.9082723201302862,0.9152826643463348,0.9113178644970117,0.913295961445298,25,0.7533819595972697
26,0.3166183024052753,0.9093596582718281,0.9093914951937476,0.9189518586227909,0.9088443573903873,0.9138701613514129,26,0.7247878193855286
27,0.31602758248120744,0.9041447163005135,0.9032841874457298,0.9024474531923035,0.9180729245140877,0.9101931323793934,27,0.726979657014211
28,0.3159513807059913,0.9114655647748938,0.911479344616307,0.9206170004947167,0.9112425292551856,0.9159057781255325,28,0.7610607703526815
29,0.313510275538394,0.9116382889675744,0.9115308641724702,0.9191125374303512,0.9133770277735925,0.9162358068152477,29,0.75289968252182
30,0.3147009948626259,0.9055464395564974,0.9048213853333161,0.9054358872666881,0.9172819044749133,0.9113204016715523,30,0.7395851016044617
31,0.31437360238752615,0.9082236645430448,0.9077214226500422,0.9107381294066264,0.9163527698257244,0.9135368227364047,31,0.7473265409469605
32,0.3145843487701669,0.9113194135349335,0.9115553347084517,0.9235615073026745,0.9075008789111546,0.915460757553688,32,0.7604584733645121
33,0.3127875084316494,0.913285812036219,0.9139046484867819,0.930792221402787,0.9032695494952538,0.9168243772820249,33,0.7355467120806376
34,0.31342773065464385,0.9080243673976444,0.9076277250297646,0.9119595296828239,0.914444277032796,0.9132002131594622,34,0.7690778454144795
35,0.3146536725246354,0.9112928405822134,0.9116628747875142,0.9254168110584883,0.9053036010245593,0.9152497191492602,35,0.7364167213439942
36,0.31485027785332786,0.911857515827515,0.9121577123333914,0.9249532638479858,0.9069986439656471,0.9158879689619759,36,0.7186635216077168
37,0.3139429837958702,0.9091537178882474,0.9089610536833184,0.9157098745982734,0.9122721108934759,0.9139877601595079,37,0.7222443024317423
38,0.31385762713208104,0.9102099927588704,0.9102842813991261,0.9203086466834465,0.9090075837476772,0.9146232076305982,38,0.7850731333096822
39,0.31314708825373494,0.9124819802164367,0.9127082755689637,0.9244897437862416,0.9088192456431119,0.9165875216857248,39,0.7865909059842427
40,0.31415724251049243,0.9094593068445282,0.9092343239434955,0.9155493447142803,0.9131007985535634,0.9143234323432343,40,0.7503113985061646
41,0.3119458322296079,0.9092334367464077,0.9092008461601364,0.9179557346103657,0.9097609361659384,0.9138399641814388,41,0.7415371219317118
42,0.3116410442239401,0.9110337542931927,0.9113707150094353,0.9247140879019436,0.9055798302445884,0.915046942400406,42,0.7572687983512878
43,0.3135752984822191,0.9083233131157451,0.9082220803397578,0.9161968091830801,0.9099618301441414,0.9130686757461606,43,0.7532230893770854
44,0.31058452816198995,0.9119372346856752,0.9119661924391929,0.9212543465570192,0.9114685349806639,0.9163353151310889,44,0.682619857788086
45,0.3134118736481035,0.9092998691282078,0.9089828070421594,0.9141677231476019,0.9144317211591583,0.9142997030964591,45,0.6990230321884155
46,0.3149450662613705,0.9077387081559035,0.9072933871875717,0.9110572114422885,0.9149465119783035,0.9129977196982985,46,0.7014434854189555
47,0.3116571130539408,0.9109407489586724,0.9108980560234243,0.9193658672474485,0.9116317613379539,0.9154824799203116,47,0.7416030764579773
48,0.3119669762865597,0.9100106956134698,0.9102836727797874,0.9228810523083223,0.9055923861182261,0.9141549849172349,48,0.7244436105092367
49,0.3109301707109079,0.9099974091371098,0.9102005244137711,0.9218965429198794,0.9067098588719803,0.9142401377424418,49,0.7330039739608765
50,0.31104849012482244,0.9090208531246471,0.9087695569046098,0.9147996729354048,0.9130882426799257,0.9139431566115157,50,0.6640262921651204
51,0.3111596851554138,0.907180676148782,0.907286563158372,0.9179841645663077,0.9054668273818492,0.9116825324585025,51,0.7176071325937907
52,0.3124002882877722,0.9094659500827084,0.909423676915494,0.9180344478216819,0.9101501682487068,0.9140753070540466,52,0.7243615905443828
53,0.31227693538989454,0.9081638753994247,0.9079201402295799,0.9141289575678261,0.912108884536186,0.9131178038111518,53,0.7237898866335551
